-9.821845803981096856e-02 9.422539018892744922e-02 6.726889064409877217e-02 -1.126616325195121671e-01 -2.537531873981712094e-01 -3.422077331448400428e-02 1.460117568265308641e-01 -5.659730019655771077e-02 6.348116677335381708e-02 5.684246867966907986e-03 -2.311899804087627075e-01 -5.134491873809554630e-02 -1.714979334218943718e-01 -3.987011404948581639e-02 2.795755593985575493e-01 8.149155229141473444e-02 2.131690120729035631e-01 1.122820768247640225e-02 -9.268845688694540841e-02 1.211768000270445483e-01 -8.666499746199084198e-02 -2.442296808094311933e-01 1.828712870902713186e-02 -7.452542396309962125e-02 -2.095665851907144162e-01 3.454203894925939738e-02 -1.905774085295492970e-01 3.154269394069431076e-01 5.375504415494516963e-02 7.222810408383935690e-03 -9.335430468543806648e-03 1.702803861834882304e-01 4.506471183367188882e-02 -2.299667465449024562e-01 -4.249025854724256673e-02 -6.770085864361166661e-02 1.486705167199427191e-01 -5.297997312978563328e-02 -4.496393095731027710e-04 -1.097176871215104349e-01 -1.130560262928458765e-01 -1.677475633819348055e-01 -1.380047630267582648e-01 7.763530444501076655e-02 -3.485420817101996666e-02 -2.006170272988967995e-01 -1.902305721890339418e-01 5.727917003255479644e-02 1.853427367563391936e-01 1.968847409338563004e-01
-4.071829959019149930e-02 1.132637983548727689e-01 8.829493331999666017e-02 -4.503022424180419536e-02 -1.642679283747188190e-01 -1.174572190579864922e-01 6.239178099794476240e-02 -9.115286099694235034e-02 3.462564169217835497e-02 -4.655466972379034528e-03 -1.768222438986636058e-01 -5.411566050594187466e-02 -1.975508905768980916e-01 7.963670018582441612e-02 2.549585265889939834e-01 1.091035195356337105e-02 1.304398771387836053e-01 1.340352426468668402e-02 -1.366726839152516970e-01 1.333375391060267201e-01 -7.897585652644779908e-02 -1.757207810576811580e-01 1.737691192949134943e-03 -8.836989047516650292e-03 -1.787534662267073471e-01 -3.727392673923662220e-02 -1.871149661317162149e-01 2.847706657264065244e-01 4.818107747516876815e-02 -5.539470321104968120e-02 8.071550755759085774e-03 1.087863627748792833e-01 5.326440148825185850e-02 -1.767642352911607262e-01 5.673371637050171612e-02 -1.003849185529844951e-01 1.799664084246765661e-01 -3.578637851665120162e-02 -3.744182924551469477e-02 -3.042347836385781573e-02 -4.839096824394820834e-02 -1.536219525871545255e-01 -1.331882499690120181e-01 6.235306396776024718e-02 -5.679872351583153262e-02 -1.725011864904453518e-01 -1.676019631571772361e-01 2.021223159083420512e-02 2.105227649968388626e-01 1.523573167999013045e-01
-4.875068282404303871e-02 1.139087849778548517e-01 2.596415826518535044e-02 -7.672924304791869932e-02 -2.178757846001265763e-01 -6.077512054608356917e-02 5.725182223125570985e-02 -3.307513853571378282e-02 3.133429255767392757e-02 -4.825712844292400633e-02 -2.583443290543629423e-01 -5.169063447561927926e-02 -1.988781042528225129e-01 6.772490152805836494e-02 2.780073651174990168e-01 3.936612529262083909e-02 1.489637900724902764e-01 2.398480870993180414e-02 -1.287873619332295383e-01 7.663572960316247795e-02 -5.703761214414730663e-02 -2.000900549772259840e-01 1.215845801362318811e-02 -1.042592071286165857e-02 -1.542835504243592337e-01 -6.437134463518368044e-02 -1.603580826952615834e-01 2.899411517964041174e-01 2.076409142544227010e-02 -3.858048306388793536e-02 7.927194389948185108e-03 1.368534078258381304e-01 2.927199071703098787e-02 -1.516090636702401850e-01 7.325150075051407861e-02 -6.931986795300164317e-02 1.838418878008808710e-01 -3.812025908781432187e-02 -7.170712426773601100e-02 -3.888245632510070604e-02 -1.649949825197471465e-01 -1.501394007958060661e-01 -1.299423245646138259e-01 8.127385242415322009e-02 -6.195349529963083135e-02 -2.009692420301104898e-01 -1.855206119703927403e-01 4.040441888783537910e-02 1.875283002182737135e-01 1.814649790660032291e-01
-1.327953777345765585e-01 1.113357816587711158e-01 1.220273448599906441e-01 -9.763451564296543594e-02 -1.733297545142682972e-01 -4.291169259334170344e-02 1.191962283260161598e-01 -1.073067062098852914e-01 3.824430225330368444e-02 5.535849310617638880e-02 -2.429409176275884041e-01 4.273609179021631982e-02 -1.723782226782125948e-01 -6.444119082796953557e-02 1.292729760322093857e-01 -3.881022790882562856e-02 1.709286622900694497e-01 -9.267513115141395343e-04 -3.085916059435625525e-02 8.552301546763098339e-02 -9.319574962845600385e-02 -2.327889194124660444e-01 4.839468686916665457e-02 -4.638532227589984430e-02 -3.127633801625808729e-01 -6.796484406447284021e-03 -2.198409086013527469e-01 3.902683351682019186e-01 3.448750267650822765e-02 3.121331359658902418e-02 4.731579557729286012e-02 1.900409220318112768e-01 4.524626331636912718e-03 -1.802776629019597343e-01 -3.527186896270293089e-03 -8.952516297888987729e-02 4.671915993265219474e-02 -5.759185046381520151e-03 -8.790548450727792007e-02 -8.507263432872481934e-02 -4.729431455525830164e-02 -2.095322458634254481e-01 -1.535282559981165085e-01 1.223942947248942981e-01 4.841581394946745630e-03 -1.769296131129981797e-01 -1.629665644568232541e-01 7.870872678088579322e-02 1.248162416789980050e-01 1.742209707875698455e-01
-1.099103923442630998e-01 8.828395409724326681e-02 1.026653637610429465e-01 -1.411250119655018953e-01 -2.636764026406047123e-01 3.532843368562909453e-02 1.254440736502996090e-01 -1.256546302537821513e-01 5.990037546588224127e-02 5.803146287233813122e-02 -2.655908689548319157e-01 -5.460899930576609829e-02 -1.773837465600953400e-01 2.027118712234386722e-02 2.739542399592453936e-01 4.270456305464458147e-02 1.581972107386954152e-01 3.789406386488841649e-02 -9.703541953770011830e-02 9.275994041594617934e-02 -9.223122441638850755e-02 -2.353030300933435237e-01 9.201754538022503815e-02 -4.178480468010443982e-02 -2.773838772509780726e-01 -4.924525803350152803e-02 -2.489505995002586625e-01 3.690831122082503524e-01 4.624659311821201907e-02 5.512123875820357927e-02 2.174702136872158978e-02 1.161086947236032174e-01 4.905629533131659198e-02 -2.092191089430800455e-01 5.344166761051202114e-03 -6.801002976320738580e-02 1.485894155933257521e-01 2.529126550516817146e-02 -1.167529803577057115e-02 -1.308046730012540071e-01 -1.015087040183949157e-01 -1.853282672052129765e-01 -1.620977095214297115e-01 1.123743537865627140e-01 -5.285813959099033843e-02 -2.162136008154499633e-01 -2.170050618000568532e-01 7.988174371824974251e-02 1.748413697963256963e-01 1.741119680103213607e-01
-1.068851230291157917e-01 1.470991173699385812e-01 1.114136286200354403e-01 -1.078124049863855294e-01 -1.700322469225996336e-01 -1.708895847875626164e-02 1.139506007477885940e-01 -9.856239931732871384e-02 5.226838306563753693e-03 6.112377588855603949e-02 -1.787343901883286235e-01 8.099770448018374369e-02 -2.191760765608019301e-01 -4.866750235926274593e-03 2.041341945569542515e-01 1.767648266496170753e-02 1.387936136533587939e-01 1.071723599461618659e-01 -1.112987818003508406e-01 8.942898965622897434e-02 -9.938377626311609148e-02 -2.489919510648175571e-01 6.960121798681125072e-02 -2.192881937173546403e-02 -2.395534444077105918e-01 -1.668874880904408151e-02 -1.652593491029811790e-01 3.399261463963424434e-01 3.679271728033690209e-03 6.698457762161752656e-03 5.303904459405762474e-03 1.204005519415650982e-01 1.262670702897835673e-01 -1.202890285177243973e-01 2.794048070697391882e-03 -6.006903222673317527e-02 1.526002855274861403e-01 -2.020807370535242231e-02 -3.549747334396271409e-02 -9.511629294259708878e-02 -8.107169668575366084e-02 -1.540433209593459751e-01 -1.287162282333965679e-01 3.213577306178586057e-02 -1.088147598664315763e-01 -2.119831000300380075e-01 -1.803410817247958486e-01 -1.012314960227730758e-02 1.934991219630263215e-01 1.380404356525051779e-01
-1.144008206986434767e-01 1.201518388802904763e-01 1.189979520947022779e-01 -8.056929301479784367e-02 -2.528343837782556780e-01 -5.220902207710013260e-02 1.629277118584075978e-01 -1.260786426693848161e-01 7.671973269755744118e-02 1.039131166596549832e-01 -3.015913239290250458e-01 -6.082266662296768878e-03 -1.384193668918610176e-01 2.472107384451061561e-03 2.287641323286185302e-01 5.683079826111871180e-02 1.701873893778820535e-01 8.042488619355629698e-02 -4.754457440602558038e-02 1.943010314505612054e-02 -1.022069960330753424e-01 -2.284384379206765292e-01 1.313806975684921052e-01 -3.850652766044270620e-02 -2.585916441208639394e-01 -6.059706871929410044e-02 -1.760564058161316336e-01 3.796150206287244311e-01 -1.052690185202235021e-02 4.933535606661822864e-02 2.645412146995424277e-03 1.337435694273063636e-01 3.445902142457338974e-02 -1.767225723745246002e-01 -4.397184592404452391e-02 -6.864501137137332676e-02 8.049523676394519656e-02 -1.061326702015717022e-02 -6.982261353026365802e-02 -5.668786109560254582e-02 -7.910627402232338345e-02 -1.872701620452892068e-01 -1.246443442769172155e-01 8.521068603836051691e-02 -9.165213744929748274e-02 -2.138923539749853497e-01 -2.050259903421121910e-01 8.302241974526949897e-02 1.942342014864734123e-01 2.018448029813879052e-01
-5.796458933389540130e-02 1.046901804232226452e-01 8.322365267067839689e-02 -8.741841263161972964e-02 -2.456664530730638396e-01 -4.627766112692702910e-02 6.535209730485706803e-02 -1.142021832231448902e-01 1.534541619855392218e-03 4.791675567007921965e-02 -1.982027486322261445e-01 -3.150229467286114193e-02 -2.409484956015829904e-01 1.429256803516729818e-02 3.139774861337252254e-01 8.850147073183282920e-02 1.899978952867497906e-01 2.394276221045044811e-02 -9.803359542640896485e-02 1.163790902172667646e-01 -1.012512397773547568e-01 -2.191500126265194248e-01 2.332977686407270573e-02 -2.603599849729192062e-02 -2.028716866554306775e-01 -2.060302963435933776e-02 -2.107075653364726686e-01 2.899465279328239387e-01 2.407768736638741386e-02 5.816516571793757528e-02 -4.129000225553597359e-02 7.461116834906347806e-02 8.324899027720475408e-03 -1.816361948431107765e-01 5.574130265876011542e-02 -1.043796279827490653e-01 2.360794403939685260e-01 -4.971999780717887424e-02 -3.485596513827613624e-02 -9.698181350558846003e-02 -1.019735291612073325e-01 -2.333774001506004614e-01 -1.857594987920278551e-01 8.437800012584516229e-02 -5.191991332287135968e-02 -2.531086501853077042e-01 -1.954856087071920323e-01 1.870853063827470839e-02 2.250136377297305701e-01 1.773963176345786097e-01
-5.372997961333687150e-03 6.752216593359204599e-02 9.810205302358985732e-03 -5.227367790315842755e-02 -1.680949337588802939e-01 -7.305254607074801454e-02 6.657613341771946580e-02 -3.220901332482899865e-02 6.831762348502358473e-02 -1.158534440697905482e-01 -2.136088563563315057e-01 -2.445688342972318630e-03 -1.991988343571357012e-01 1.005347511526048371e-01 2.881896535869364340e-01 -1.390692865493947487e-02 1.398130065875261008e-01 1.803777375198020380e-02 -1.597461634419408416e-01 1.300057887941028223e-01 2.599933747702879664e-04 -9.468476497004037207e-02 -3.400257487393401612e-02 1.721047509230567985e-02 -8.669133675918065662e-02 -5.845978256331113565e-02 -1.664010789258541234e-01 2.158814113294071357e-01 -8.702204204596096851e-03 -4.133668610252445863e-02 4.756704354407567149e-03 6.077036395683071274e-02 7.883153323488815978e-02 -1.149195319325637399e-01 1.252454291424083266e-01 -5.804123105131148153e-03 2.072707675728908128e-01 -6.902774112869818068e-02 -7.318970047991887537e-03 -9.921624365292283643e-02 -1.146079932922249994e-01 -1.531371410786728504e-01 -1.172944427153748415e-01 1.245766730582577309e-01 -7.787680012064832069e-02 -2.442385101462687669e-01 -2.249367375656924628e-01 -4.386688483192275820e-03 1.531175641577247060e-01 8.116605965059017769e-02
-1.549484720118405046e-01 1.650434050933416164e-01 1.268990930830619090e-01 -1.235981680653620435e-01 -2.990861255239600225e-01 -1.108198021677704419e-02 1.098122671410382972e-01 -2.003007618784133359e-01 4.006159204105921856e-02 4.488698872009119073e-02 -3.235559529450630634e-01 -6.713688386146207665e-05 -1.751626379274877909e-01 -2.999825846721930651e-03 2.602938949503478816e-01 4.215956253027216410e-02 1.521383244417921221e-01 5.910492297089813690e-02 -1.475267904835587673e-01 1.214852393923146617e-01 -7.855279983863633353e-02 -2.653889635204295661e-01 5.733488639059712566e-02 -7.472683396396233302e-02 -2.998012868711576462e-01 2.301407214488535025e-02 -2.782568949143757187e-01 4.036270384045167470e-01 1.314514713296089515e-02 7.637610060912205373e-03 2.265630979691022479e-02 1.606972615988112585e-01 7.782431971665720871e-02 -1.745924846405806641e-01 -6.245071834942180974e-03 -1.229536509037908038e-01 2.175768290140445704e-01 -3.091517826538575653e-03 -4.539027586818392135e-02 -1.300846558539257847e-01 -8.924112001395879956e-02 -2.086721349069033393e-01 -1.521152149372944906e-01 1.154433633031314299e-01 -2.229806069733047957e-02 -2.850289609407603009e-01 -2.588310132555191045e-01 3.104243058658444354e-02 2.595127112880077913e-01 2.174647501970578822e-01
